gene_id	gene_biotype	log2FC	qval
MSTRG.7942	NA	-0.561353478525992	0.0267071107744349
RBBP6	protein_coding	0.214650428502846	0.0267481064415381
ZNF582	protein_coding	0.703145480909724	0.0268189335142889
GTSE1	protein_coding	-0.24933439943908	0.0268259821719807
DIXDC1	protein_coding	-0.416762876129225	0.0268421163837817
ANXA9	protein_coding	1.34394172353897	0.0268594630585345
MED24	protein_coding	0.25468609596738	0.0268594630585345
ELF3-AS1	lncRNA	0.709531467351661	0.026922989317946
MSTRG.14785	NA	-1.27635564951073	0.026922989317946
MSTRG.14870	NA	0.621724545379959	0.026922989317946
CEBPG	protein_coding	0.168444118615918	0.0269477480071024
UGT2B10	protein_coding	1.33720195331708	0.0269772900952812
DACT1	protein_coding	-2.53868336107811	0.0269956127088597
OR4M2-OT1	protein_coding	2.12226067224694	0.0270623768857912
TIMM23B	protein_coding	0.327632508366925	0.0270834002765703
MSTRG.23824	NA	-0.705448448466792	0.0271327917341775
PRPS1	protein_coding	0.214280984161111	0.0271465687069015
MFN1	protein_coding	-0.280630421975576	0.0271906360311129
ITSN2	protein_coding	-0.29236639332049	0.027191110028128
SELENOM	protein_coding	-0.658953257074541	0.027191110028128
SPATA6L	protein_coding	0.633834599649135	0.027191110028128
GLIPR2	protein_coding	-0.877855041546896	0.0271973552951941
MSTRG.17681	NA	-3.85254916732739	0.027223952930943
LIPT1	protein_coding	-0.644502455708343	0.027223952930943
MRPL16	protein_coding	-0.219068900584114	0.0272487918001716
MSTRG.13549	NA	-0.513731817285311	0.0272564927853257
GPR3	protein_coding	0.599706989677845	0.027264332296631
C3orf18	protein_coding	-0.710111429123606	0.0272711972821731
UBTD1	protein_coding	-0.329413543684741	0.0272926660660901
ZDHHC16	protein_coding	-0.196748623536308	0.0273133956570651
RNF34	protein_coding	0.200259431828247	0.0273598435470589
TPM1-AS	lncRNA	1.33206149766737	0.0273598435470589
ZNF133	protein_coding	-0.335501014675476	0.0273629111157705
MSTRG.22084	NA	-0.229528486689515	0.0273629111157705
IFIT5	protein_coding	-0.29873006122836	0.0273835255867654
MSTRG.30314	NA	0.374963759203123	0.0273835255867654
MSTRG.5361	NA	-1.83798142924013	0.027398106353559
ENSG00000272916	protein_coding	1.21108362005832	0.0275123822702511
ID2	protein_coding	-0.483520481435316	0.0275311661746418
MSTRG.7057	NA	0.261014583754775	0.0275316119465054
MSTRG.11716	NA	-2.78585938516791	0.0275395861322403
MSTRG.30664	NA	0.799465199776976	0.0275517568110867
DENND1B	protein_coding	0.386251526630599	0.027552454548512
MSTRG.27065	NA	0.715515594139775	0.027626731173257
MYRF-AS1	lncRNA	1.55013431146421	0.0276478200480576
TAF1D	protein_coding	-0.180604649135754	0.0276478200480576
LPAR5	protein_coding	1.13143868113244	0.0276478200480576
EMC10	protein_coding	0.24941060467432	0.0276674821223753
COL22A1	protein_coding	-1.74642320287759	0.0277191268471357
ACSF2	protein_coding	-0.305199692290583	0.027729477862181
MSTRG.27604	NA	0.972614720508209	0.0277699184653419
HK1	protein_coding	-0.353781157165095	0.0277928951730554
SATB2	protein_coding	-0.406883619229621	0.02779616355619
MSTRG.27497	NA	-0.636207788025641	0.0278243590130012
SYCP2	protein_coding	0.987173609000727	0.0278371392493647
MSTRG.16229	NA	-0.346082860502308	0.0278529245615547
SEMA4C	protein_coding	-0.427880657306978	0.0278814623145115
MALAT1	lncRNA	0.584824122192251	0.0279289241259777
RPL10	protein_coding	-0.19334906647742	0.0279441462499438
FARSB	protein_coding	0.610003333776469	0.0279909513109399
MSTRG.27171	NA	-0.433428134968041	0.028042010154991
ENSG00000263096	lncRNA	1.32872482220507	0.0280465854853543
PDXP	protein_coding	0.233233096939533	0.0280940439498485
MRPL18	protein_coding	-0.242989978416072	0.0281285884273912
NFKBIL1	protein_coding	-0.346648839635495	0.0281947653543888
EIF2A	protein_coding	-0.195596882102965	0.02821664491563
MSTRG.28184	NA	-0.357671650592649	0.0282503044212959
CRCP	protein_coding	0.261073028764455	0.0282540843336184
RASGRF2	protein_coding	-1.91014610112467	0.0282564025217254
TRMU	protein_coding	-0.200375743256963	0.0283055293104081
EPOP	protein_coding	-0.218657758791318	0.0283310802545416
ENSG00000253307	lncRNA	1.10575519038664	0.02833269841001
DFFBP1	processed_pseudogene	1.21866383319659	0.0283336696212859
AKR7L	protein_coding	1.24856948812132	0.0283403102166111
MSTRG.931	NA	-0.605772564536178	0.0283615463621823
MSTRG.16215	NA	0.338352791516392	0.0283645704252235
NIPAL3	protein_coding	0.324132337022919	0.028427320886392
MSTRG.30192	NA	-0.171976189329866	0.0284343368517174
THUMPD3-AS1	lncRNA	0.372384003661942	0.0284926307503658
MSTRG.30316	NA	-0.202915408111252	0.0284926320220413
MSTRG.29965	NA	0.449267092135457	0.0284942297136792
MSTRG.15493	NA	-1.66744312660116	0.0285269643405927
WRAP53	protein_coding	-0.200315039050993	0.0285638952053099
SCUBE2	protein_coding	1.32078867656645	0.0286250201181612
CAPN1	protein_coding	0.227334265442613	0.0286250201181612
LINC02334	lncRNA	-1.63261142492815	0.0286250201181612
SPTB	protein_coding	-0.603792478504345	0.0286250201181612
LIPH	protein_coding	0.693866306405847	0.0286250201181612
ZC3HAV1	protein_coding	0.18909940619472	0.0286250201181612
NUMBL	protein_coding	-0.291663072158539	0.0286297642867782
CCDC85B	protein_coding	-1.12674997520301	0.0286419905625246
TCF12-DT	lncRNA	-0.27908757672993	0.0286672874639857
ATG4A	protein_coding	0.287775687915066	0.0286817181512571
POP5	protein_coding	0.212633001151833	0.0287346980442171
MSTRG.14884	NA	-0.322560925460538	0.0287595342339682
PCBP2	protein_coding	0.164428187987654	0.0287710036359964
BTN3A2	protein_coding	-0.512177465168504	0.0287816224538293
NAT8L	protein_coding	-0.615312494610604	0.0287992157017623
ELOA	protein_coding	-0.187531371909895	0.0288467755567543
PTPRG-AS1	lncRNA	-1.0987945328603	0.0288487293635009
RANBP9	protein_coding	0.227289381835917	0.0289134254744119
ENSG00000257732	lncRNA	-0.909529876415244	0.0289673729141031
MSTRG.1305	NA	-0.176604436878293	0.0290078234564451
MSTRG.14246	NA	0.672076498759398	0.0290193307674981
ID4	protein_coding	-2.92331537417425	0.0290200477472292
MSTRG.29732	NA	-0.333679788590693	0.0290346314652811
RAB35	protein_coding	0.206606148525214	0.0290365169887598
MSTRG.16060	NA	-0.904594971934222	0.0290423981364276
SDCBP2-AS1	lncRNA	0.595956985480875	0.0290694120211307
FAM162A	protein_coding	-0.184641132993635	0.0290780810432208
MSTRG.29854	NA	0.891072583811872	0.0290780810432208
CEBPB	protein_coding	-2.23737060570304	0.0291015001843804
MSTRG.13981	NA	-0.846949641447773	0.029136994159251
MDN1	protein_coding	-0.271845699268059	0.0291694836097427
NDUFC2	protein_coding	0.184325890216296	0.0292279660062861
ZNF792	protein_coding	0.373453295356352	0.0292279660062861
MSTRG.3357	NA	-0.354484149097332	0.0292619391436393
MSTRG.13718	NA	0.595884945114571	0.0292629766588917
SP110	protein_coding	-0.342114433006624	0.0292629766588917
HCCS	protein_coding	0.183232804953153	0.0292946423251818
MSTRG.22427	NA	-0.432632968239164	0.0293165298516016
ZNF365	protein_coding	-0.719663270226827	0.0293355259085873
KTN1-AS1	lncRNA	-0.403864729039776	0.0293443557961219
CDKN2D	protein_coding	0.450285448467683	0.0294029261346232
TRABD	protein_coding	-0.241957064241405	0.0294029261346232
ZBTB44	protein_coding	0.271999258929049	0.0294176171609632
MSTRG.7210	NA	0.225846258922614	0.0294333394147692
MSTRG.5725	NA	-0.223247280568847	0.0294563002421403
RFX2	protein_coding	0.716742297209387	0.0294633431482748
PRR5	protein_coding	-0.418967009074989	0.0294860993530413
MSTRG.28010	NA	0.873847270405315	0.0294860993530413
SLC12A4	protein_coding	-0.3864561168875	0.0295801752642208
ENSG00000289412	lncRNA	1.17289189056559	0.0295842642667423
MSTRG.29080	NA	-0.874633106454435	0.0296939542198309
MSTRG.19252	NA	0.513641270158137	0.0297046057495978
EIF5A	protein_coding	-0.198421531605981	0.0297109134379725
GID8	protein_coding	0.416806529361716	0.029719369986153
ENSG00000264772	lncRNA	0.299973489370749	0.0297412051054516
AKAP7	protein_coding	0.450471960151767	0.0297412051054516
OGA	protein_coding	0.193326414526315	0.0297494015890825
MSTRG.28406	NA	-0.796919694217796	0.029754930118947
MSTRG.7736	NA	0.393625726011402	0.0297777699277631
TRIM25	protein_coding	-0.225237269470255	0.0298071538036568
LINC01833	lncRNA	-0.481505206054241	0.0298349651273253
NUP153	protein_coding	-0.166407852425637	0.0298772839203141
RUSC2	protein_coding	-0.467977621116266	0.0298825241893357
EIF5	protein_coding	-0.243297922188576	0.0298876276126741
EN2	protein_coding	0.855060620389795	0.0299330082652632
ENSG00000272195	lncRNA	1.18036747350957	0.0299343904326233
RMI2	protein_coding	0.262257361142235	0.0299343904326233
PKNOX1	protein_coding	-0.588047756830112	0.0299343904326233
ATP2B3	protein_coding	-0.831389779671684	0.0299460671037184
ENSG00000227627	lncRNA	0.605014590243148	0.0299720958635873
KCTD18	protein_coding	-0.299696001245146	0.029982324591362
MSTRG.19039	NA	0.19713218840788	0.029982324591362
EIF3D	protein_coding	-0.175828798056506	0.029982324591362
MSTRG.21546	NA	-0.266305317753956	0.0299840371130298
MSTRG.9451	NA	-0.56598212251824	0.0300348521905015
ARSJ	protein_coding	-0.635472302941189	0.0300641724627512
MSTRG.21083	NA	-1.32684428766774	0.0301110253286665
FIGN	protein_coding	-0.61334554184238	0.0301159507830602
MSTRG.12806	NA	0.823949299241478	0.0301408749039446
MSTRG.26169	NA	-0.3369755816367	0.0301428981179068
SH2D3A	protein_coding	-0.413295584718456	0.0301569447089068
WDR36	protein_coding	-0.267636980828739	0.030180586602601
LINC00870	lncRNA	1.55652538406761	0.030182374777315
KCNH4	protein_coding	-0.924855959917701	0.0302082824664215
DDX42	protein_coding	0.18234387021134	0.0303140987665656
ASPH	protein_coding	-0.17500221949185	0.0303140987665656
TIMM17B	protein_coding	0.225221855060103	0.0303303716158332
PHF13	protein_coding	-0.253604669700225	0.0303345166347711
MSTRG.22143	NA	1.74996664341176	0.0303345166347711
MSTRG.926	NA	-1.00010898159397	0.0303513138877782
C9orf72	protein_coding	0.275403070514283	0.0303536472114801
MSTRG.29100	NA	-0.762220988970103	0.0304555832000831
PAXIP1-DT	lncRNA	0.397122191097289	0.0304630484367151
ADAMTS7	protein_coding	-0.462059763491848	0.0305249161806867
LRRIQ1	protein_coding	0.881008378410979	0.0305340883692682
UGT2B11	protein_coding	1.42363300399253	0.0305590158411215
KLHL29	protein_coding	-0.987097569565721	0.0305671231787944
TP53TG3	protein_coding	-1.84598953700922	0.0305671231787944
FAM234A	protein_coding	0.243574716436242	0.0306035725984164
MSTRG.14777	NA	-0.242855974469155	0.0306035725984164
POLR2J3	protein_coding	0.285763841546445	0.0306260390880428
EFNB1	protein_coding	0.300330068893523	0.0306260390880428
ACSM3	protein_coding	0.529146024895655	0.0306369480901237
ENSG00000267295	unprocessed_pseudogene	1.90898748439759	0.0306580011498776
ATP6V1D	protein_coding	-0.211630073115786	0.0306906226186544
APAF1	protein_coding	-0.296420011237227	0.0307321778576346
MSTRG.964	NA	-0.91847173802475	0.0307460017916905
SPTAN1	protein_coding	-0.333804492972619	0.0307578321129943
TRMT61A-DT	lncRNA	-0.624440314642346	0.0307786230299081
OPN3	protein_coding	-0.372626285694746	0.0308024954091579
RNF10	protein_coding	0.222036229959876	0.0308159343962666
C9orf40	protein_coding	-0.263892180315303	0.03081642386028
ENSG00000214999	lncRNA	-0.535162443731698	0.0308269669436224
ENSG00000277511	lncRNA	-0.833142209860592	0.0308979715410002
MSTRG.8527	NA	0.232510205810661	0.0309505598840086
KDM5B	protein_coding	-0.233669734761843	0.0309524358051477
MSTRG.2710	NA	0.195349123802046	0.0309617331414818
MSTRG.17790	NA	1.5221930636749	0.0309617331414818
SNHG15	lncRNA	0.198757345792583	0.0309617331414818
LINC00239	lncRNA	1.1319475950755	0.0309690489723125
LRRC59	protein_coding	-0.159083203681027	0.0309792582478081
MSTRG.21785	NA	-0.239046740726476	0.0309792582478081
MIR4436B1	miRNA	1.43260392929049	0.031014728534675
MIR4436B2	miRNA	1.43260392929049	0.031014728534675
MRPL54	protein_coding	0.239443939616107	0.0310308181353236
TEAD1	protein_coding	-0.657911594091704	0.0310398478251719
S100A5	protein_coding	2.30577140399218	0.0311159092601987
SBK1	protein_coding	0.730458381152336	0.03115104379512
MSTRG.18056	NA	0.316155375325735	0.0311819099779678
UBAC2-AS1	lncRNA	-0.746895201484378	0.0312462297919374
MSTRG.24398	NA	0.529412797397036	0.0313214580226262
MSTRG.3138	NA	-0.311910303250991	0.0313219600426048
MSTRG.29642	NA	0.177956264611317	0.0313219600426048
MSTRG.5124	NA	0.271465126637242	0.031323327892314
GMDS	protein_coding	0.635310881060481	0.0313549123530529
ENSG00000268069	lncRNA	0.647370274676942	0.0313925297890358
MSTRG.18072	NA	-1.36358065047362	0.0314655960028782
MSTRG.20971	NA	0.202910723953179	0.0314655960028782
FABP6	protein_coding	-1.04448563798494	0.0314655960028782
MSTRG.2728	NA	-0.315076250335986	0.031480303386837
SBNO1	protein_coding	0.176458777764324	0.0315240847359371
MSTRG.16890	NA	-0.968923119196513	0.0315240847359371
MSTRG.18400	NA	-0.501665430469524	0.0315599319927609
MSTRG.9308	NA	-2.0236245945721	0.0315618322153883
HES4	protein_coding	0.621083644041203	0.0315757353124496
USP2-AS1	lncRNA	-0.735921564889413	0.0315802329985068
KRTAP4-1	protein_coding	1.54043681707474	0.0316002670933239
PTTG1IP	protein_coding	-0.202767134983004	0.0316145265710296
KLF3-AS1	lncRNA	1.12769495230392	0.0316145265710296
RPAP2	protein_coding	-0.338345095108949	0.0316701287099152
MSTRG.3428	NA	2.2276949923888	0.0317135050694841
KYAT1	protein_coding	0.33611799645402	0.0317229680165846
TNFRSF21	protein_coding	0.511244116802908	0.03172515411685
EFNB3	protein_coding	-0.57054602887421	0.03172515411685
MYO1D	protein_coding	0.737711682522973	0.031732649986268
TRAM1L1	protein_coding	-0.670705115835894	0.0317673957988682
LINC01460	lncRNA	-1.92182375145948	0.0318036882335291
TOM1L1	protein_coding	0.212989739524194	0.0318145085646144
MSTRG.18523	NA	-0.566344994749154	0.0319356383839308
PIK3R1	protein_coding	0.360116092907199	0.0319411651665468
EMC3	protein_coding	0.302689429214423	0.0319958988385224
FN3KRP	protein_coding	0.207938898376194	0.0320302164039742
AK4P1	processed_pseudogene	0.499942985127244	0.0320530839766838
CGAS	protein_coding	-0.424502829596434	0.032057420425676
NSMCE3	protein_coding	-0.186439282109705	0.0320785001979381
MSTRG.13868	NA	-3.0911655246786	0.0320785001979381
ENSG00000267504	lncRNA	1.68722010773539	0.0320827622384702
RPUSD1	protein_coding	-0.45590612196204	0.032120815974558
PDE6A	protein_coding	-0.62713820226237	0.0322002087342417
POLK	protein_coding	-0.270704669731316	0.0322098196370351
ENSG00000275964	lncRNA	0.73885979430506	0.0322284360600063
ANKRD22	protein_coding	-1.45680099414858	0.0322284360600063
DVL2	protein_coding	-0.273748597862169	0.0322709109224781
MSTRG.17058	NA	-0.227895744448372	0.0322894216580682
INVS	protein_coding	-0.32828241834011	0.0323271841116379
MSTRG.30960	NA	3.21096689701394	0.0323302918225647
PNPO	protein_coding	-0.230620739447888	0.0323771554923435
NAXE	protein_coding	-0.189925537651495	0.0323822202743909
OCIAD1	protein_coding	0.175751182645	0.0323920178005178
GOLGA7B	protein_coding	-0.85932414114694	0.0324035874366624
WWC3	protein_coding	0.340044863921104	0.0324113927026995
MRPL23	protein_coding	-0.179287431959894	0.0324202783535762
ENSG00000290801	lncRNA	1.78184828500341	0.0324297252455186
MSTRG.13645	NA	-0.546670993550163	0.0324864842775686
RPP21	protein_coding	0.239224240226262	0.0325008439600901
ZNF324	protein_coding	-0.280495184952964	0.0325008439600901
HLA-C	protein_coding	-0.330896987621353	0.0325071962051884
MSTRG.19017	NA	-0.414953387359508	0.0325071962051884
EML2	protein_coding	-0.395875115414863	0.0325397051624728
ENSG00000278991	TEC	0.748903932006075	0.0325744073745124
NOC2L	protein_coding	-0.186179950627074	0.0326050617365495
RNFT2	protein_coding	0.428660995583772	0.0326620575946668
POMK	protein_coding	0.548436651472541	0.0326620575946668
CNEP1R1	protein_coding	-0.310779944300239	0.0327015371132023
MAGED4B	protein_coding	-0.849997637880872	0.0327299391424147
TFEB	protein_coding	-0.396613035059001	0.0327299391424147
OS9	protein_coding	0.279414894994618	0.0327793976366502
MSTRG.835	NA	-2.85978499923339	0.0327890843348116
RNF8	protein_coding	-0.296175392836897	0.0327890843348116
CAMSAP2	protein_coding	0.191523718087134	0.0328380312771
GIGYF2	protein_coding	-0.345278948144325	0.0329789199982922
MSTRG.3200	NA	0.632301438510601	0.0330056628886691
FANCI	protein_coding	0.175674969681385	0.0330059687681125
LENG8	protein_coding	0.337081301127191	0.0330102266394457
MSANTD3P1	processed_pseudogene	1.51378330296768	0.0330102266394457
FAN1	protein_coding	-0.202857094157458	0.0330189340314726
MSTRG.13087	NA	1.00479987832283	0.0331043344839707
CA5BP1	transcribed_unprocessed_pseudogene	-0.427352492050399	0.0331188446929858
MSTRG.13593	NA	2.45501731807337	0.0331343650734705
IGSF11	protein_coding	0.407630715620372	0.0331614532091176
DPH1	protein_coding	0.196537319817308	0.0331657442378417
DCLRE1B	protein_coding	-0.249021069403949	0.0331948619477435
MSTRG.27216	NA	1.56495916486771	0.0331948619477435
ANKRD13B	protein_coding	-0.559790585509539	0.0332537007560355
IL27RA	protein_coding	-0.300958258598514	0.0332569016121602
MSTRG.27214	NA	-0.306309060996489	0.0332631832053796
MSTRG.8145	NA	1.51560880069583	0.0332871290175537
ENSG00000288983	lncRNA	-0.646907193854277	0.0333702480708985
USP48	protein_coding	-0.356684767908886	0.0333785988942504
MSTRG.14101	NA	0.501447304648951	0.0334079852826881
ENSG00000283635	lncRNA	1.64950923801994	0.0334410709125392
DYNLL2	protein_coding	0.160169603016258	0.0334590775358141
SLC35F3	protein_coding	-0.329812087211479	0.0334611700378083
NPHP1	protein_coding	-0.323350763645387	0.0334638489444138
DCUN1D3	protein_coding	-0.348181387263784	0.0334827052391843
FBXL6	protein_coding	-0.351614891454301	0.0335108963459311
